"","year","First_Name","Last_Name","forum","race"
"2314",2018,"Yuval","Tassa","r1HhRfWRZ","hispanic"
"2317",2018,"Nando","de Freitas","r1HhRfWRZ","hispanic"
"2320",2018,"Misha","Denil","r1HhRfWRZ","black"
"2323",2018,"Dave","Janz","rkrC3GbRW","white"
"2326",2018,"Jos","van der Westhuizen","rkrC3GbRW","white"
"2329",2018,"Brooks","Paige","rkrC3GbRW","black"
"2332",2018,"Matt","Kusner","rkrC3GbRW","white"
"2335",2018,"José","Miguel Hernández-Lobato","rkrC3GbRW","hispanic"
"2338",2018,"Arbaaz","Khan","HyfHgI6aW","asian"
"2341",2018,"Clark","Zhang","HyfHgI6aW","asian"
"2344",2018,"Nikolay","Atanasov","HyfHgI6aW","asian"
"2347",2018,"Konstantinos","Karydis","HyfHgI6aW","white"
"2350",2018,"Vijay","Kumar","HyfHgI6aW","asian"
"2353",2018,"Daniel","D. Lee","HyfHgI6aW","white"
"2356",2018,"Yuhui","Yuan","ryALZdAT-","asian"
"2359",2018,"Kuiyuan","Yang","ryALZdAT-","asian"
"2362",2018,"Jianyuan","Guo","ryALZdAT-","asian"
"2365",2018,"Jingdong","Wang","ryALZdAT-","asian"
"2368",2018,"Chao","Zhang","ryALZdAT-","asian"
"2371",2018,"Shohei","Ohsawa","BkfEzz-0-","asian"
"2374",2018,"Kei","Akuzawa","BkfEzz-0-","asian"
"2377",2018,"Tatsuya","Matsushima","BkfEzz-0-","asian"
"2380",2018,"Gustavo","Bezerra","BkfEzz-0-","hispanic"
"2383",2018,"Yusuke","Iwasawa","BkfEzz-0-","asian"
"2386",2018,"Hiroshi","Kajino","BkfEzz-0-","asian"
"2389",2018,"Seiya","Takenaka","BkfEzz-0-","asian"
"2392",2018,"Yutaka","Matsuo","BkfEzz-0-","asian"
"2395",2018,"Po-Wei","Wang","By3VrbbAb","asian"
"2398",2018,"J.","Zico Kolter","By3VrbbAb","white"
"2401",2018,"Vijai","Mohan","By3VrbbAb","asian"
"2404",2018,"Inderjit","S. Dhillon","By3VrbbAb","asian"
"2407",2018,"Oleksii","Kuchaiev","SkNQeiRpb","white"
"2410",2018,"Boris","Ginsburg","SkNQeiRpb","white"
"2413",2018,"Minh-Thang","Luong","r1Zi2Mb0-","asian"
"2416",2018,"David","Dohan","r1Zi2Mb0-","white"
"2419",2018,"Adams","Wei Yu","r1Zi2Mb0-","asian"
"2422",2018,"Quoc","V. Le","r1Zi2Mb0-","asian"
"2425",2018,"Barret","Zoph","r1Zi2Mb0-","white"
"2428",2018,"Vijay","Vasudevan","r1Zi2Mb0-","asian"
"2431",2018,"Maryam","Fazel","BJDEbngCZ","asian"
"2434",2018,"Rong","Ge","BJDEbngCZ","asian"
"2437",2018,"Sham","M. Kakade","BJDEbngCZ","asian"
"2440",2018,"Mehran","Mesbahi","BJDEbngCZ","asian"
"2443",2018,"Xiangyu","Kong","B1KFAGWAZ","asian"
"2446",2018,"Fangchen","Liu","B1KFAGWAZ","asian"
"2449",2018,"Bo","Xin","B1KFAGWAZ","asian"
"2452",2018,"Yizhou","Wang","B1KFAGWAZ","asian"
"2455",2018,"Ludovic","Trottier","r17Q6WWA-","black"
"2458",2018,"Philippe","Giguère","r17Q6WWA-","black"
"2461",2018,"Brahim","Chaib-draa","r17Q6WWA-","asian"
"2464",2018,"Imanol","Schlag","HJ8W1Q-0Z","white"
"2467",2018,"Jürgen","Schmidhuber","HJ8W1Q-0Z","hispanic"
"2470",2018,"Kushal","Chawla","By5SY2gA-","asian"
"2473",2018,"Sopan","Khosla","By5SY2gA-","asian"
"2476",2018,"Niyati","Chhaya","By5SY2gA-","asian"
"2479",2018,"Kokil","Jaidka","By5SY2gA-","asian"
"2482",2018,"Benson","Chen","HkJ1rgbCb","asian"
"2485",2018,"Connor","Coley","HkJ1rgbCb","white"
"2488",2018,"Regina","Barzilay","HkJ1rgbCb","white"
"2491",2018,"Tommi","Jaakkola","HkJ1rgbCb","white"
"2494",2018,"Daniel","Levy","SJ3dBGZ0Z","black"
"2497",2018,"Danlu","Chan","SJ3dBGZ0Z","asian"
"2500",2018,"Stefano","Ermon","SJ3dBGZ0Z","black"
"2503",2018,"Jean","Kossaifi","S16FPMgRZ","asian"
"2506",2018,"Zack","Chase Lipton","S16FPMgRZ","white"
"2509",2018,"Aran","Khanna","S16FPMgRZ","asian"
"2512",2018,"Tommaso","Furlanello","S16FPMgRZ","white"
"2515",2018,"Anima","Anandkumar","S16FPMgRZ","asian"
"2518",2018,"Yichen","Gong","r1dHXnH6-","asian"
"2521",2018,"Heng","Luo","r1dHXnH6-","asian"
"2524",2018,"Jian","Zhang","r1dHXnH6-","asian"
"2527",2018,"Drew","A. Hudson","S1Euwz-Rb","white"
"2530",2018,"Christopher","D. Manning","S1Euwz-Rb","white"
"2533",2018,"Hae","Beom Lee","Sy4c-3xRW","asian"
"2536",2018,"Juho","Lee","Sy4c-3xRW","asian"
"2539",2018,"Eunho","Yang","Sy4c-3xRW","asian"
"2542",2018,"Sung","Ju Hwang","Sy4c-3xRW","asian"
"2545",2018,"Maher","Nouiehed","ByxLBMZCb","asian"
"2548",2018,"Meisam","Razaviyayn","ByxLBMZCb","asian"
"2551",2018,"Sanjeev","Arora","BygpQlbA-","asian"
"2554",2018,"Elad","Hazan","BygpQlbA-","asian"
"2557",2018,"Holden","Lee","BygpQlbA-","asian"
"2560",2018,"Karan","Singh","BygpQlbA-","asian"
"2563",2018,"Cyril","Zhang","BygpQlbA-","asian"
"2566",2018,"Yi","Zhang","BygpQlbA-","asian"
"2569",2018,"Joseph","Marino","B1Z3W-b0W","white"
"2572",2018,"Yisong","Yue","B1Z3W-b0W","asian"
"2575",2018,"Stephan","Mandt","B1Z3W-b0W","white"
"2578",2018,"Andrew","Michael Saxe","ry_WPG-A-","black"
"2581",2018,"Yamini","Bansal","ry_WPG-A-","asian"
"2584",2018,"Joel","Dapello","ry_WPG-A-","white"
"2587",2018,"Madhu","Advani","ry_WPG-A-","asian"
"2590",2018,"Artemy","Kolchinsky","ry_WPG-A-","white"
"2593",2018,"Brendan","Daniel Tracey","ry_WPG-A-","black"
"2596",2018,"David","Daniel Cox","ry_WPG-A-","hispanic"
"2599",2018,"Boyuan","Chen","SyvCD-b0W","asian"
"2602",2018,"Warren","Mo","SyvCD-b0W","asian"
"2605",2018,"Ishanu","Chattopadhyay","SyvCD-b0W","asian"
"2608",2018,"Hod","Lipson","SyvCD-b0W","white"
"2611",2018,"Alan","Do-Omri","ry4S90l0b","white"
"2614",2018,"Dalei","Wu","ry4S90l0b","asian"
"2617",2018,"Xiaohua","Liu","ry4S90l0b","asian"
"2620",2018,"Rasmus","Berg Palm","SkJKHMW0Z","asian"
"2623",2018,"Ulrich","Paquet","SkJKHMW0Z","asian"
"2626",2018,"Ole","Winther","SkJKHMW0Z","white"
"2629",2018,"Yannic","Kilcher","Byk4My-RZ","hispanic"
"2632",2018,"Aurelien","Lucchi","Byk4My-RZ","white"
"2635",2018,"Thomas","Hofmann","Byk4My-RZ","white"
"2638",2018,"Sami","Abu-El-Haija","SkaPsfZ0W","asian"
"2641",2018,"Amol","Kapoor","SkaPsfZ0W","asian"
"2644",2018,"Bryan","Perozzi","SkaPsfZ0W","white"
"2647",2018,"Joonseok","Lee","SkaPsfZ0W","asian"
"2650",2018,"Shunan","Zhao","ryHM_fbA-","asian"
"2653",2018,"Chundi","Lui","ryHM_fbA-","asian"
"2656",2018,"Maksims","Volkovs","ryHM_fbA-","white"
"2659",2018,"Vlad","Velici","ByUEelW0-","asian"
"2662",2018,"Adam","Prügel-Bennett","ByUEelW0-","white"
"2665",2018,"Nan","Rosemary Ke","SJCq_fZ0Z","asian"
"2668",2018,"Anirudh","Goyal","SJCq_fZ0Z","asian"
"2671",2018,"Olexa","Bilaniuk","SJCq_fZ0Z","hispanic"
"2674",2018,"Jonathan","Binas","SJCq_fZ0Z","hispanic"
"2677",2018,"Laurent","Charlin","SJCq_fZ0Z","white"
"2680",2018,"Chris","Pal","SJCq_fZ0Z","hispanic"
"2683",2018,"Yoshua","Bengio","SJCq_fZ0Z","hispanic"
"2686",2018,"Alasdair","Newson","r111KtCp-","black"
"2689",2018,"Andres","Almansa","r111KtCp-","hispanic"
"2692",2018,"Yann","Gousseau","r111KtCp-","white"
"2695",2018,"Said","Ladjal","r111KtCp-","asian"
"2698",2018,"Daeyoung","Choi","rkQu4Wb0Z","asian"
"2701",2018,"Changho","Shin","rkQu4Wb0Z","asian"
"2704",2018,"Hyunghun","Cho","rkQu4Wb0Z","asian"
"2707",2018,"Wonjong","Rhee","rkQu4Wb0Z","asian"
"2710",2018,"Dario","Garcia-Gasulla","SkAK2jg0b","hispanic"
"2713",2018,"Armand","Vilalta","SkAK2jg0b","hispanic"
"2716",2018,"Ferran","Parés","SkAK2jg0b","hispanic"
"2719",2018,"Jonatan","Moreno","SkAK2jg0b","hispanic"
"2722",2018,"Eduard","Ayguadé","SkAK2jg0b","hispanic"
"2725",2018,"Jesús","Labarta","SkAK2jg0b","asian"
"2728",2018,"Ulises","Cortés","SkAK2jg0b","hispanic"
"2731",2018,"Toyotaro","Suzumura","SkAK2jg0b","asian"
"2734",2018,"Boyang","Deng","BJ_QxP1AZ","asian"
"2737",2018,"Qing","Liu","BJ_QxP1AZ","asian"
"2740",2018,"Siyuan","Qiao","BJ_QxP1AZ","asian"
"2743",2018,"Alan","Yuille","BJ_QxP1AZ","white"
"2746",2018,"Balázs","Hidasi","ryCM8zWRb","asian"
"2749",2018,"Alexandros","Karatzoglou","ryCM8zWRb","white"
"2752",2018,"Stephan","Zheng","HyunpgbR-","asian"
"2755",2018,"Yisong","Yue","HyunpgbR-","asian"
"2758",2018,"Sanjeev","Kumar","SJgf6Z-0W","asian"
"2761",2018,"Christian","Rupprecht","SJgf6Z-0W","white"
"2764",2018,"Federico","Tombari","SJgf6Z-0W","hispanic"
"2767",2018,"Gregory","D. Hager","SJgf6Z-0W","white"
"2770",2018,"Deepak","Pathak","BkisuzWRW","asian"
"2773",2018,"Parsa","Mahmoudieh","BkisuzWRW","asian"
"2776",2018,"Guanghao","Luo","BkisuzWRW","asian"
"2779",2018,"Pulkit","Agrawal","BkisuzWRW","asian"
"2782",2018,"Dian","Chen","BkisuzWRW","asian"
"2785",2018,"Yide","Shentu","BkisuzWRW","asian"
"2788",2018,"Evan","Shelhamer","BkisuzWRW","white"
"2791",2018,"Jitendra","Malik","BkisuzWRW","asian"
"2794",2018,"Alexei","A. Efros","BkisuzWRW","hispanic"
"2797",2018,"Trevor","Darrell","BkisuzWRW","black"
"2800",2018,"Yeming","Wen","rJNpifWAb","asian"
"2803",2018,"Paul","Vicol","rJNpifWAb","white"
"2806",2018,"Jimmy","Ba","rJNpifWAb","asian"
"2809",2018,"Dustin","Tran","rJNpifWAb","asian"
"2812",2018,"Roger","Grosse","rJNpifWAb","white"
"2815",2018,"Pengchuan","Zhang","Hk9Xc_lR-","asian"
"2818",2018,"Qiang","Liu","Hk9Xc_lR-","asian"
"2821",2018,"Dengyong","Zhou","Hk9Xc_lR-","asian"
"2824",2018,"Tao","Xu","Hk9Xc_lR-","asian"
"2827",2018,"Xiaodong","He","Hk9Xc_lR-","asian"
"2830",2018,"Guillaume","Bellec","BJ_wN01C-","black"
"2833",2018,"David","Kappel","BJ_wN01C-","white"
"2836",2018,"Wolfgang","Maass","BJ_wN01C-","asian"
"2839",2018,"Robert","Legenstein","BJ_wN01C-","white"
"2842",2018,"Warren","He","BkpiPMbA-","asian"
"2845",2018,"Bo","Li","BkpiPMbA-","asian"
"2848",2018,"Dawn","Song","BkpiPMbA-","asian"
"2851",2018,"Daniel","Soudry","Hkfmn5n6W","white"
"2854",2018,"Elad","Hoffer","Hkfmn5n6W","white"
"2857",2018,"Daniel","Neil","HkcTe-bR-","black"
"2860",2018,"Marwin","Segler","HkcTe-bR-","white"
"2863",2018,"Laura","Guasch","HkcTe-bR-","white"
"2866",2018,"Mohamed","Ahmed","HkcTe-bR-","asian"
"2869",2018,"Dean","Plumbley","HkcTe-bR-","white"
"2872",2018,"Matthew","Sellwood","HkcTe-bR-","white"
"2875",2018,"Nathan","Brown","HkcTe-bR-","black"
"2878",2018,"Eric","Bailey","B1kIr-WRb","black"
"2881",2018,"Charles","Meyer","B1kIr-WRb","white"
"2884",2018,"Shuchin","Aeron","B1kIr-WRb","asian"
"2887",2018,"Mikhail","Yurochkin","HklZOfW0W","asian"
"2890",2018,"Dung","Thai","HklZOfW0W","asian"
"2893",2018,"Hung","Hai Bui","HklZOfW0W","asian"
"2896",2018,"XuanLong","Nguyen","HklZOfW0W","asian"
"2899",2018,"Marissa","Connor","rJL6pz-CZ","hispanic"
"2902",2018,"Christopher","Rozell","rJL6pz-CZ","white"
"2905",2018,"Vitaliy","Liptchinsky","Hyig0zb0Z","white"
"2908",2018,"Gabriel","Synnaeve","Hyig0zb0Z","asian"
"2911",2018,"Ronan","Collobert","Hyig0zb0Z","black"
"2914",2018,"Arthur","Guez","r1TA9ZbA-","hispanic"
"2917",2018,"Theophane","Weber","r1TA9ZbA-","asian"
"2920",2018,"Ioannis","Antonoglou","r1TA9ZbA-","white"
"2923",2018,"Karen","Simonyan","r1TA9ZbA-","asian"
"2926",2018,"Oriol","Vinyals","r1TA9ZbA-","black"
"2929",2018,"Daan","Wierstra","r1TA9ZbA-","white"
"2932",2018,"Remi","Munos","r1TA9ZbA-","hispanic"
"2935",2018,"David","Silver","r1TA9ZbA-","white"
"2938",2018,"Tong","Che","HkPCrEZ0Z","asian"
"2941",2018,"Yuchen","Lu","HkPCrEZ0Z","asian"
"2944",2018,"George","Tucker","HkPCrEZ0Z","white"
"2947",2018,"Surya","Bhupatiraju","HkPCrEZ0Z","asian"
"2950",2018,"Shane","Gu","HkPCrEZ0Z","asian"
"2953",2018,"Sergey","Levine","HkPCrEZ0Z","white"
"2956",2018,"Yoshua","Bengio","HkPCrEZ0Z","hispanic"
"2959",2018,"Ishan","Durugkar","Bk-ofQZRb","asian"
"2962",2018,"Peter","Stone","Bk-ofQZRb","white"
"2965",2018,"Arjun","Nitin Bhagoji","SkF2D7g0b","asian"
"2968",2018,"Warren","He","SkF2D7g0b","asian"
"2971",2018,"Bo","Li","SkF2D7g0b","asian"
"2974",2018,"Dawn","Song","SkF2D7g0b","asian"
"2977",2018,"Spyros","Gidaris","S1v4N2l0-","white"
"2980",2018,"Praveer","Singh","S1v4N2l0-","asian"
"2983",2018,"Nikos","Komodakis","S1v4N2l0-","white"
"2986",2018,"Mohammad","Babaeizadeh","rk49Mg-CW","asian"
"2989",2018,"Chelsea","Finn","rk49Mg-CW","white"
"2992",2018,"Dumitru","Erhan","rk49Mg-CW","asian"
"2995",2018,"Roy","H. Campbell","rk49Mg-CW","white"
"2998",2018,"Sergey","Levine","rk49Mg-CW","white"
"3001",2018,"Evan","Zheran Liu","ryTp3f-0-","white"
"3004",2018,"Kelvin","Guu","ryTp3f-0-","asian"
"3007",2018,"Panupong","Pasupat","ryTp3f-0-","asian"
"3010",2018,"Tianlin","Shi","ryTp3f-0-","asian"
"3013",2018,"Percy","Liang","ryTp3f-0-","asian"
"3016",2018,"Maithra","Raghu","HkCnm-bAb","asian"
"3019",2018,"Alex","Irpan","HkCnm-bAb","hispanic"
"3022",2018,"Jacob","Andreas","HkCnm-bAb","asian"
"3025",2018,"Robert","Kleinberg","HkCnm-bAb","white"
"3028",2018,"Quoc","Le","HkCnm-bAb","asian"
"3031",2018,"Jon","Kleinberg","HkCnm-bAb","white"
"3034",2018,"Alex","X. Lee","HJrJpzZRZ","hispanic"
"3038",2018,"Frederik","Ebert","HJrJpzZRZ","white"
"3042",2018,"Richard","Zhang","HJrJpzZRZ","asian"
"3046",2018,"Chelsea","Finn","HJrJpzZRZ","white"
"3050",2018,"Pieter","Abbeel","HJrJpzZRZ","white"
"3054",2018,"Sergey","Levine","HJrJpzZRZ","white"
"3058",2018,"Sohil","Atul Shah","SJzMATlAZ","asian"
"3061",2018,"Vladlen","Koltun","SJzMATlAZ","white"
"3064",2018,"S","Chandra Mouli","SJme6-ZR-","asian"
"3067",2018,"Bruno","Ribeiro","SJme6-ZR-","hispanic"
"3070",2018,"Jennifer","Neville","SJme6-ZR-","white"
"3073",2018,"JIANXIONG","DONG","rJ7yZ2P6-","asian"
"3076",2018,"Jim","Huang","rJ7yZ2P6-","asian"
"3079",2018,"Marc","G. Bellemare","S1m6h21Cb","white"
"3082",2018,"Ivo","Danihelka","S1m6h21Cb","white"
"3085",2018,"Will","Dabney","S1m6h21Cb","black"
"3088",2018,"Shakir","Mohamed","S1m6h21Cb","asian"
"3091",2018,"Balaji","Lakshminarayanan","S1m6h21Cb","asian"
"3094",2018,"Stephan","Hoyer","S1m6h21Cb","white"
"3097",2018,"Remi","Munos","S1m6h21Cb","hispanic"
"3100",2018,"Cenk","Baykal","r1saNM-RW","asian"
"3103",2018,"Murad","Tukan","r1saNM-RW","asian"
"3106",2018,"Dan","Feldman","r1saNM-RW","white"
"3109",2018,"Daniela","Rus","r1saNM-RW","hispanic"
"3112",2018,"Christina","Heinze-Deml","HyPpD0g0Z","white"
"3115",2018,"Nicolai","Meinshausen","HyPpD0g0Z","asian"
"3118",2018,"Denis","A. Gudovskiy","SJmAXkgCb","white"
"3121",2018,"Alec","Hodgkinson","SJmAXkgCb","black"
"3124",2018,"Luca","Rigazio","SJmAXkgCb","white"
"3127",2018,"Hang","Wu","SyPMT6gAb","asian"
"3130",2018,"Oscar","Chang","SJD8YjCpW","asian"
"3133",2018,"Hod","Lipson","SJD8YjCpW","white"
"3136",2018,"Aman","Sinha","Hk6kPgZA-","asian"
"3139",2018,"Hongseok","Namkoong","Hk6kPgZA-","asian"
"3142",2018,"John","Duchi","Hk6kPgZA-","white"
"3145",2018,"Thanard","Kurutach","SJJinbWRZ","asian"
"3148",2018,"Ignasi","Clavera","SJJinbWRZ","hispanic"
"3151",2018,"Yan","Duan","SJJinbWRZ","asian"
"3154",2018,"Aviv","Tamar","SJJinbWRZ","asian"
"3157",2018,"Pieter","Abbeel","SJJinbWRZ","white"
"3160",2018,"Aviv","Tamar","Hk3ddfWRW","asian"
"3163",2018,"Khashayar","Rohanimanesh","Hk3ddfWRW","asian"
"3166",2018,"Yinlam","Chow","Hk3ddfWRW","asian"
"3169",2018,"Chris","Vigorito","Hk3ddfWRW","white"
"3172",2018,"Ben","Goodrich","Hk3ddfWRW","white"
"3175",2018,"Michael","Kahane","Hk3ddfWRW","white"
"3178",2018,"Derik","Pridmore","Hk3ddfWRW","black"
"3181",2018,"Johannes","Ballé","rkcQFMZRb","asian"
"3184",2018,"David","Minnen","rkcQFMZRb","white"
"3187",2018,"Saurabh","Singh","rkcQFMZRb","asian"
"3190",2018,"Sung","Jin Hwang","rkcQFMZRb","asian"
"3193",2018,"Nick","Johnston","rkcQFMZRb","white"
"3196",2018,"Raphael","Shu","BJRZzFlRb","asian"
"3199",2018,"Hideki","Nakayama","BJRZzFlRb","asian"
"3202",2018,"Robert","Torfason","HkXWCMbRW","white"
"3205",2018,"Fabian","Mentzer","HkXWCMbRW","white"
"3208",2018,"Eirikur","Agustsson","HkXWCMbRW","asian"
"3211",2018,"Michael","Tschannen","HkXWCMbRW","white"
"3214",2018,"Radu","Timofte","HkXWCMbRW","asian"
"3217",2018,"Luc","Van Gool","HkXWCMbRW","asian"
"3220",2018,"Trapit","Bansal","Sy0GnUxCb","asian"
"3223",2018,"Jakub","Pachocki","Sy0GnUxCb","asian"
"3226",2018,"Szymon","Sidor","Sy0GnUxCb","black"
"3229",2018,"Ilya","Sutskever","Sy0GnUxCb","white"
"3232",2018,"Igor","Mordatch","Sy0GnUxCb","white"
"3235",2018,"Pablo","Sprechmann","rkfOvGbCW","hispanic"
"3238",2018,"Siddhant","M. Jayakumar","rkfOvGbCW","asian"
"3241",2018,"Jack","W. Rae","rkfOvGbCW","white"
"3244",2018,"Alexander","Pritzel","rkfOvGbCW","white"
"3247",2018,"Adria","Puigdomenech Badia","rkfOvGbCW","hispanic"
"3250",2018,"Benigno","Uria","rkfOvGbCW","asian"
"3253",2018,"Oriol","Vinyals","rkfOvGbCW","black"
"3256",2018,"Demis","Hassabis","rkfOvGbCW","white"
"3259",2018,"Razvan","Pascanu","rkfOvGbCW","asian"
"3262",2018,"Charles","Blundell","rkfOvGbCW","white"
"3265",2018,"Kangwook","Lee","SkHDoG-Cb","asian"
"3268",2018,"Hoon","Kim","SkHDoG-Cb","asian"
"3271",2018,"Changho","Suh","SkHDoG-Cb","asian"
"3274",2018,"Emin","Orhan","HkwBEMWCZ","white"
"3277",2018,"Xaq","Pitkow","HkwBEMWCZ","asian"
"3280",2018,"Ari","S. Morcos","r1iuQjxCZ","hispanic"
"3283",2018,"David","G.T. Barrett","r1iuQjxCZ","hispanic"
"3286",2018,"Neil","C. Rabinowitz","r1iuQjxCZ","asian"
"3289",2018,"Matthew","Botvinick","r1iuQjxCZ","white"
"3292",2018,"Risi","Kondor","S1TgE7WR-","asian"
"3295",2018,"Truong","Son Hy","S1TgE7WR-","asian"
"3298",2018,"Horace","Pan","S1TgE7WR-","asian"
"3301",2018,"Brandon","M. Anderson","S1TgE7WR-","hispanic"
"3304",2018,"Shubhendu","Trivedi","S1TgE7WR-","asian"
"3307",2018,"Rumen","Dangovski","Sk4w0A0Tb","hispanic"
"3310",2018,"Li","Jing","Sk4w0A0Tb","asian"
"3313",2018,"Marin","Soljacic","Sk4w0A0Tb","white"
"3316",2018,"Martin","Schrimpf","SkOb1Fl0Z","white"
"3319",2018,"Stephen","Merity","SkOb1Fl0Z","white"
"3322",2018,"James","Bradbury","SkOb1Fl0Z","white"
"3325",2018,"Richard","Socher","SkOb1Fl0Z","white"
"3328",2018,"Enrico","Guiraud","SyjjD1WRb","asian"
"3331",2018,"Jakob","Drefs","SyjjD1WRb","black"
"3334",2018,"Joerg","Luecke","SyjjD1WRb","hispanic"
"3337",2018,"Qixuan","Huang","r1RQdCg0W","asian"
"3340",2018,"Anshumali","Shrivastava","r1RQdCg0W","asian"
"3343",2018,"Yiqiu","Wang","r1RQdCg0W","asian"
"3346",2018,"Amy","Zhang","r154_g-Rb","asian"
"3349",2018,"Adam","Lerer","r154_g-Rb","white"
"3352",2018,"Sainbayar","Sukhbaatar","r154_g-Rb","asian"
"3355",2018,"Rob","Fergus","r154_g-Rb","hispanic"
"3358",2018,"Arthur","Szlam","r154_g-Rb","white"
"3361",2018,"Biswa","Sengupta","rkhCSO4T-","asian"
"3364",2018,"Yu","Qian","rkhCSO4T-","asian"
"3367",2018,"Hongbao","Zhang","r1kjEuHpZ","asian"
"3370",2018,"Pengtao","Xie","r1kjEuHpZ","asian"
"3373",2018,"Eric","Xing","r1kjEuHpZ","asian"
"3376",2018,"Connie","Kou","ByYPLJA6W","asian"
"3379",2018,"Hwee","Kuan Lee","ByYPLJA6W","asian"
"3382",2018,"Teck","Khim Ng","ByYPLJA6W","asian"
"3385",2018,"Amirata","Ghorbani","H1xJjlbAZ","asian"
"3388",2018,"Abubakar","Abid","H1xJjlbAZ","asian"
"3391",2018,"James","Zou","H1xJjlbAZ","asian"
"3394",2018,"Dmitry","Kangin","BkeC_J-R-","asian"
"3397",2018,"Nicolas","Pugeault","BkeC_J-R-","white"
"3400",2018,"Been","Kim","S1viikbCW","asian"
"3404",2018,"Justin","Gilmer","S1viikbCW","black"
"3408",2018,"Martin","Wattenberg","S1viikbCW","white"
"3412",2018,"Fernanda","Viégas","S1viikbCW","hispanic"
"3416",2018,"Angeliki","Lazaridou","HJGv1Z-AW","asian"
"3419",2018,"Karl","Moritz Hermann","HJGv1Z-AW","white"
"3422",2018,"Karl","Tuyls","HJGv1Z-AW","black"
"3425",2018,"Stephen","Clark","HJGv1Z-AW","white"
"3428",2018,"Chelsea","Finn","HyjC5yWCW","white"
"3431",2018,"Sergey","Levine","HyjC5yWCW","white"
"3434",2018,"Ozsel","Kilinc","HkMvEOlAb","black"
"3437",2018,"Ismail","Uysal","HkMvEOlAb","asian"
"3440",2018,"Zhilin","Yang","SJ-C6JbRW","asian"
"3443",2018,"Saizheng","Zhang","SJ-C6JbRW","asian"
"3446",2018,"Jack","Urbanek","SJ-C6JbRW","white"
"3449",2018,"Will","Feng","SJ-C6JbRW","asian"
"3452",2018,"Alexander","Miller","SJ-C6JbRW","white"
"3455",2018,"Arthur","Szlam","SJ-C6JbRW","white"
"3458",2018,"Douwe","Kiela","SJ-C6JbRW","white"
"3461",2018,"Jason","Weston","SJ-C6JbRW","white"
"3464",2018,"Youngjin","Kim","rkO3uTkAZ","asian"
"3467",2018,"Minjung","Kim","rkO3uTkAZ","asian"
"3470",2018,"Gunhee","Kim","rkO3uTkAZ","asian"
"3473",2018,"Krzysztof","Choromanski","HJJ23bW0b","white"
"3476",2018,"Carlton","Downey","HJJ23bW0b","black"
"3479",2018,"Byron","Boots","HJJ23bW0b","black"
"3482",2018,"Murat","Kocaoglu","BJE-4xW0W","asian"
"3485",2018,"Christopher","Snyder","BJE-4xW0W","white"
"3488",2018,"Alexandros","G. Dimakis","BJE-4xW0W","white"
"3491",2018,"Sriram","Vishwanath","BJE-4xW0W","asian"
"3494",2018,"Forough","Arabshahi","Hksj2WWAW","asian"
"3497",2018,"Sameer","Singh","Hksj2WWAW","asian"
"3500",2018,"Animashree","Anandkumar","Hksj2WWAW","asian"
"3503",2018,"Yiping","Lu","ryZ283gAZ","asian"
"3507",2018,"Aoxiao","Zhong","ryZ283gAZ","asian"
"3511",2018,"Quanzheng","Li","ryZ283gAZ","asian"
"3515",2018,"Bin","Dong","ryZ283gAZ","asian"
"3519",2018,"Tiago","Pimentel","SJyfrl-0b","hispanic"
"3522",2018,"Adriano","Veloso","SJyfrl-0b","hispanic"
"3525",2018,"Nivio","Ziviani","SJyfrl-0b","hispanic"
"3528",2018,"Daniil","Polykovskiy","HyTrSegCb","white"
"3531",2018,"Dmitry","Soloviev","HyTrSegCb","white"
"3534",2018,"Corentin","Tallec","rkrWCJWAW","black"
"3537",2018,"Yann","Ollivier","rkrWCJWAW","black"
"3540",2018,"Guokun","Lai","H139Q_gAW","asian"
"3543",2018,"Hanxiao","Liu","H139Q_gAW","asian"
"3546",2018,"Yiming","Yang","H139Q_gAW","asian"
"3549",2018,"Michael","O. Vertolli","ryzm6BATZ","white"
"3552",2018,"Jim","Davies","ryzm6BATZ","white"
"3555",2018,"Rudy","Bunel","BkPrDFgR-","hispanic"
"3558",2018,"Ilker","Turkaslan","BkPrDFgR-","asian"
"3561",2018,"Philip","H.S. Torr","BkPrDFgR-","asian"
"3564",2018,"Pushmeet","Kohli","BkPrDFgR-","asian"
"3567",2018,"M.","Pawan Kumar","BkPrDFgR-","asian"
"3570",2018,"David","Macêdo","SyGT_6yCZ","hispanic"
"3573",2018,"Cleber","Zanchettin","SyGT_6yCZ","white"
"3576",2018,"Teresa","Ludermir","SyGT_6yCZ","hispanic"
"3579",2018,"Sanjay","Purushotham","ByJbJwxCW","asian"
"3582",2018,"Zhengping","Che","ByJbJwxCW","asian"
"3585",2018,"Bo","Jiang","ByJbJwxCW","asian"
"3588",2018,"Tanachat","Nilanon","ByJbJwxCW","asian"
"3591",2018,"Yan","Liu","ByJbJwxCW","asian"
"3594",2018,"Jingyi","Xu","HkepKG-Rb","asian"
"3597",2018,"Zilu","Zhang","HkepKG-Rb","asian"
"3600",2018,"Tal","Friedman","HkepKG-Rb","white"
"3603",2018,"Yitao","Liang","HkepKG-Rb","asian"
"3606",2018,"Guy","Van den Broeck","HkepKG-Rb","white"
"3609",2018,"Yuke","Zhu","HJWGdbbCW","asian"
"3612",2018,"Ziyu","Wang","HJWGdbbCW","asian"
"3615",2018,"Josh","Merel","HJWGdbbCW","white"
